Datetime,Open,High,Low,Close,Adj Close,Volume
2023-08-28 04:00:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:02:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:04:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:06:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:08:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:10:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:12:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:14:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:16:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:18:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:20:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:22:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:24:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:26:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:28:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:30:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:32:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:34:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:36:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:38:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:40:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:42:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:44:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:46:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:48:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:50:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:52:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:54:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:56:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 04:58:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 05:00:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 05:02:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 05:04:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 05:08:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 05:10:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 05:12:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 05:14:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 05:16:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 05:22:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 05:24:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 05:26:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 05:28:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 05:30:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 05:32:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 05:34:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 05:36:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 05:38:00-04:00,0.0,0.0,0.0,0.0,0.0,0
2023-08-28 05:40:00-04:00,0.0,0.0,0.0,0.0,0.0,0
